danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mood
0.727,0.678,-5.136,0.0626,0.0807,0.000564,0.115,0.204,119.957,163236,1
0.708,0.457,-10.124,0.0376,0.542,0,0.0984,0.268,138.072,212587,1
0.428,0.724,-7.264,0.0434,0.183,0.000136,0.251,0.184,146.917,207519,1
0.615,0.733,-4.808,0.0335,0.152,0,0.109,0.796,122.58,244587,1
0.708,0.288,-11.82,0.0332,0.866,0.00525,0.133,0.433,119.988,193280,1
0.612,0.725,-5.602,0.0417,0.306,0.0784,0.0548,0.333,146.011,225667,1
0.765,0.808,-4.414,0.0319,0.00127,1.15E-05,0.0835,0.768,122.038,196107,1
0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,216773,1
0.675,0.166,-22.602,0.171,0.88,7.14E-05,0.0461,0.747,68.837,294400,1
0.854,0.674,-7.32,0.0597,0.345,9.82E-05,0.12,0.729,109.958,200391,1
0.803,0.528,-7.529,0.0431,0.101,2.56E-06,0.0748,0.659,122.026,212693,1
0.82,0.788,-6.747,0.0486,0.127,0,0.117,0.933,133.019,148080,1
0.584,0.619,-6.368,0.0331,0.000295,0,0.0583,0.594,128.955,159725,1
0.558,0.916,-3.145,0.0839,0.0278,0,0.0296,0.85,142.984,199720,1
0.698,0.674,-5.576,0.0473,0.288,0,0.295,0.447,94.99,169355,1
0.633,0.792,-3.368,0.0347,0.0365,1.06E-06,0.0921,0.521,98.969,241400,1
0.578,0.866,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,199080,1
0.43,0.771,-7.176,0.0375,0.0876,0.0239,0.121,0.772,201.001,145893,1
0.615,0.54,-8.172,0.0408,0.564,0.0427,0.167,0.595,149.97,207623,1
0.747,0.834,-2.867,0.045,0.374,0,0.0586,0.687,128.005,215760,1
0.659,0.689,-6.649,0.0503,0.0537,0,0.0904,0.579,95.98,206135,1
0.738,0.85,-3.049,0.0642,0.105,0,0.23,0.865,98.013,192921,1
0.702,0.69,-5.776,0.194,0.0497,0,0.0608,0.709,201.99,161827,1
0.904,0.441,-5.086,0.0461,0.782,0.000854,0.136,0.699,107.939,183333,1
0.609,0.656,-7.564,0.0279,0.000762,0.0313,0.0897,0.658,108.059,220262,1
0.591,0.688,-8.583,0.0414,0.248,0,0.169,0.759,139.475,129867,1
0.763,0.719,-5.862,0.0712,0.0865,0,0.0935,0.85,146.977,141493,1
0.468,0.432,-10.382,0.1,0.0613,0,0.0533,0.393,101.097,137427,1
0.573,0.739,-5.455,0.0581,0.212,0,0.175,0.363,120.077,174062,1
0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054,1
0.719,0.632,-5.163,0.066,0.0516,0,0.448,0.496,125.167,180947,1
0.758,0.598,-5.695,0.0868,0.16,0,0.295,0.658,149.836,184905,1
0.613,0.633,-9.524,0.0766,0.756,0.000176,0.163,0.478,80.005,137989,1
0.857,0.468,-8.53,0.0476,0.00414,1.32E-05,0.269,0.843,89.119,183733,1
0.765,0.765,-2.732,0.0585,0.00765,3.82E-06,0.0527,0.886,120.001,227147,1
0.62,0.933,-3.623,0.0296,0.026,1.06E-06,0.102,0.948,135.065,174144,1
0.748,0.822,-5.611,0.0428,0.0654,7.92E-06,0.2,0.864,112.951,196736,1
0.743,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,289133,1
0.426,0.957,-5.552,0.0634,0.00162,0.000617,0.291,0.888,159.977,174933,1
0.764,0.532,-6.022,0.0341,0.307,0,0.101,0.726,117.991,205068,1
0.603,0.78,-5.277,0.0277,0.019,3.09E-05,0.0965,0.401,133.985,197413,1
0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,1
0.62,0.936,-4.593,0.0308,0.0261,0,0.0679,0.763,97.527,175747,1
0.651,0.794,-4.458,0.0329,0.0913,0,0.249,0.792,135.974,200797,1
0.896,0.447,-12.931,0.318,0.0353,0,0.0954,0.656,94.953,127625,1
0.579,0.485,-6.948,0.0297,0.587,0,0.118,0.568,156.018,267547,1
0.837,0.768,-6.232,0.0947,0.0479,1.27E-06,0.106,0.636,100.009,187910,1
0.791,0.86,-8.282,0.0451,0.118,0.105,0.0614,0.906,122.3,255760,1
0.726,0.576,-7.341,0.146,0.085,0,0.0458,0.783,82.055,166707,1
0.456,0.815,-4.801,0.0411,0.0463,0,0.266,0.351,123.996,216347,1
0.838,0.919,-6.525,0.0445,0.0533,0.000125,0.0714,0.971,120.007,264000,1
0.816,0.726,-3.998,0.129,0.099,0,0.372,0.65,136.048,253390,1
0.55,0.669,-7.538,0.0413,0.127,0,0.535,0.607,101.991,176784,1
0.594,0.885,-8.089,0.272,0.789,0,0.157,0.822,116.152,221347,1
0.712,0.799,-4.564,0.0703,0.0447,6.40E-05,0.37,0.591,83.996,206903,1
0.493,0.833,-6.86,0.0907,0.726,0,0.935,0.54,138.336,262733,1
0.54,0.782,-8.453,0.0978,0.0224,0.4,0.101,0.737,167.805,226600,1
0.542,0.694,-5.762,0.0522,0.551,0.000144,0.273,0.343,122.749,229509,1
0.906,0.45,-8.003,0.0627,0.149,0.000232,0.168,0.969,103.476,172600,1
0.598,0.643,-6.303,0.134,0.5,0,0.0435,0.823,167.971,144333,1
0.763,0.571,-10.552,0.0337,0.529,0,0.154,0.936,128.211,129293,1
0.68,0.752,-3.513,0.0801,0.156,0,0.455,0.341,92.008,179680,1
0.713,0.718,-3.806,0.0278,0.00233,0,0.0838,0.656,126.999,197600,1
0.32,0.917,-5.903,0.0771,0.0717,0,0.169,0.715,190.757,188360,1
0.581,0.751,-7.179,0.0301,0.138,0.00104,0.0893,0.927,133.851,235427,1
0.564,0.827,-7.089,0.0283,0.0904,3.73E-06,0.127,0.912,89.847,139347,1
0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,1
0.706,0.591,-8.513,0.0321,0.0117,0.000514,0.136,0.845,142.233,202433,1
0.807,0.887,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,1
0.563,0.908,-4.428,0.0319,0.0388,1.53E-06,0.355,0.67,127.932,216760,1
0.599,0.867,-5.364,0.0362,0.194,1.69E-05,0.117,0.326,90.992,234192,1
0.756,0.789,-7.002,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,1
0.491,0.605,-10.098,0.0367,0.192,0,0.289,0.903,151.416,183507,1
0.696,0.568,-7.798,0.111,0.419,0,0.138,0.884,88.548,207679,1
0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,1
0.732,0.678,-4.078,0.177,0.255,0,0.0638,0.92,166.019,153523,1
0.763,0.532,-10.931,0.123,0.505,0.000257,0.0983,0.517,82.013,205247,1
0.608,0.735,-5.497,0.0371,0.0156,1.69E-06,0.361,0.773,90.007,164668,1
0.587,0.767,-5.713,0.0449,0.225,0,0.112,0.664,100.38,201707,1
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,1
0.707,0.923,-3.957,0.0521,0.128,0.000437,0.273,0.842,108.049,203000,1
0.462,0.767,-5.038,0.0686,0.0395,0,0.728,0.901,201.064,240320,1
0.652,0.877,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,200107,1
0.396,0.473,-7.67,0.0345,0.326,0.000124,0.109,0.385,133.449,219027,1
0.682,0.363,-10.837,0.0261,0.699,3.00E-05,0.363,0.203,94.978,154275,1
0.568,0.891,-5.786,0.0376,0.000896,0.000137,0.357,0.522,104.954,190227,1
0.546,0.899,-1.589,0.16,0.0215,4.88E-05,0.259,0.441,127.972,201547,1
0.667,0.489,-5.283,0.0278,0.283,0,0.0948,0.155,116.95,240280,1
0.829,0.435,-10.136,0.0515,0.0363,0.878,0.119,0.594,103.816,230147,1
0.539,0.702,-7.291,0.0436,0.00245,2.37E-05,0.117,0.206,118.106,301867,1
0.441,0.547,-12.222,0.0337,0.13,0.000143,0.109,0.716,134.753,199573,1
0.706,0.728,-3.602,0.0852,0.123,0,0.185,0.851,121.017,201600,1
0.712,0.775,-6.089,0.0572,0.488,0,0.7,0.917,134.902,191027,1
0.75,0.292,-8.988,0.0357,0.714,0.0464,0.118,0.483,109.769,221720,1
0.735,0.387,-8.295,0.0866,0.599,6.97E-06,0.31,0.505,146.078,230933,1
0.467,0.958,-4.808,0.0775,0.000479,0.199,0.299,0.701,145.92,180880,1
0.737,0.697,-5.31,0.0895,0.43,0.000382,0.0821,0.655,94.101,182560,1
0.648,0.785,-5.414,0.165,0.0561,0,0.148,0.943,160.02,219200,1
0.725,0.834,-3.913,0.037,0.0784,1.27E-05,0.0834,0.859,120.026,204022,1
0.629,0.793,-5.942,0.0346,0.00952,1.15E-06,0.218,0.588,95.981,231213,1
0.647,0.822,-4.662,0.183,0.219,0,0.0908,0.962,160.019,232720,1
0.499,0.562,-8.238,0.0609,0.511,0,0.143,0.436,166.506,285547,1
0.731,0.523,-8.731,0.0335,0.302,0.00204,0.0672,0.837,88.756,224507,1
0.376,0.908,-3.793,0.0879,1.40E-05,1.40E-05,0.241,0.266,144.581,265560,1
0.73,0.792,-5.33,0.13,0.0264,0,0.101,0.745,99.039,170158,1
0.73,0.868,-7.325,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,1
0.707,0.728,-5.274,0.0443,0.419,0,0.108,0.541,101.999,233533,1
0.562,0.939,-4.282,0.0475,0.046,0,0.112,0.684,116.044,221947,1
0.701,0.942,-2.253,0.241,0.159,0,0.113,0.57,123.878,183871,1
0.429,0.859,-4.75,0.0479,0.00224,0.893,0.117,0.374,127.917,249142,1
0.554,0.772,-4.821,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,223546,1
0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071,175427,1
0.547,0.635,-5.569,0.137,0.0127,5.01E-06,0.0585,0.525,113.678,245293,1
0.512,0.792,-8.225,0.0373,0.108,0.0972,0.124,0.928,143.43,193067,1
0.846,0.378,-8.596,0.287,0.154,0,0.0974,0.559,155.05,152250,1
0.611,0.88,-6.571,0.0378,0.000817,1.01E-05,0.0598,0.771,144.996,164200,1
0.464,0.428,-13.303,0.0822,0.904,0.0991,0.362,0.466,101.582,159320,1
0.445,0.616,-7.081,0.392,0.236,0,0.139,0.495,162.775,111385,1
0.687,0.832,-6.426,0.0429,0.0845,0.0149,0.153,0.281,134.012,229987,1
0.776,0.559,-8.375,0.103,0.11,0,0.0671,0.758,122.242,232200,1
0.682,0.919,-3.18,0.0875,0.256,0,0.442,0.535,95.982,159736,1
0.707,0.798,-4.874,0.0319,0.181,0.000663,0.363,0.774,120.398,235467,1
0.699,0.829,-4.898,0.0633,0.00243,0.000263,0.0995,0.889,105.811,219413,1
0.635,0.926,-5.589,0.151,0.0893,4.53E-06,0.0928,0.761,100.048,189840,1
0.577,0.814,-5.694,0.032,0.209,0.000525,0.0773,0.785,174.059,175427,1
0.32,0.62,-9.686,0.0594,0.64,6.36E-05,0.253,0.472,86.327,448720,1
0.701,0.815,-5.995,0.038,0.0172,0.000627,0.0969,0.67,138.142,279027,1
0.757,0.547,-4.573,0.0355,0.0115,0,0.0445,0.793,126.977,231693,1
0.531,0.542,-7.721,0.0432,0.356,0,0.119,0.726,171.878,200200,1
0.747,0.616,-6.999,0.253,0.201,0,0.234,0.399,117.89,188887,1
0.693,0.678,-7.159,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267,1
0.553,0.728,-4.137,0.0328,0.315,0.00055,0.156,0.551,107.984,184573,1
0.365,0.722,-4.571,0.0398,0.0517,1.56E-06,0.0938,0.301,152.956,277973,1
0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,1
0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,260253,1
0.617,0.635,-6.769,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,1
0.582,0.643,-5.242,0.325,0.203,0,0.0735,0.645,102.09,161075,1
0.787,0.655,-8.339,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,1
0.626,0.884,-4.259,0.0486,0.377,6.81E-06,0.205,0.673,123.939,160933,1
0.705,0.692,-7.271,0.0303,0.00149,0.000193,0.137,0.772,125.933,216636,1
0.828,0.32,-15.465,0.503,0.389,0,0.338,0.559,95.484,110687,1
0.788,0.745,-7.072,0.258,0.29,0,0.0373,0.672,135.278,163893,1
0.66,0.55,-7.251,0.0649,0.229,0,0.0913,0.392,125.968,213338,1
0.551,0.836,-3.838,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063,220573,1
0.885,0.581,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,1
0.663,0.857,-2.16,0.0544,0.0542,0,0.144,0.931,126.039,200213,1
0.777,0.725,-9.012,0.047,0.126,0.0108,0.0917,0.851,128.349,276360,1
0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,1
0.592,0.845,-6.46,0.099,0.0667,2.70E-05,0.119,0.928,161.92,154093,1
0.717,0.706,-8.612,0.0278,0.116,1.51E-05,0.184,0.967,130.543,214653,1
0.638,0.867,-6.469,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,1
0.777,0.72,-5.293,0.0525,0.0438,0,0.251,0.946,114.955,194827,1
0.462,0.813,-4.562,0.0327,5.65E-05,0.00352,0.227,0.595,129.99,206753,1
0.43,0.971,-3.845,0.0524,0.0271,2.16E-05,0.185,0.764,151.219,212000,1
0.551,0.839,-4.555,0.0787,0.0818,0,0.151,0.681,116.051,144013,1
0.611,0.802,-5.927,0.109,0.17,1.89E-05,0.0719,0.903,100.059,151242,1
0.504,0.657,-8.036,0.0306,0.0186,0.000509,0.186,0.329,116.036,426507,1
0.744,0.438,-8.781,0.0692,0.725,0,0.124,0.552,119.941,202893,1
0.712,0.411,-9.388,0.0596,0.344,0.000377,0.13,0.687,175.817,218973,1
0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,1
0.434,0.734,-8.028,0.0634,0.0505,0,0.125,0.643,120.563,202013,1
0.827,0.658,-3.846,0.0517,0.0224,0,0.0417,0.523,115.016,152862,1
0.528,0.886,-6.249,0.0329,0.0159,0,0.0758,0.8,96.001,216333,1
0.458,0.801,-7.83,0.0565,0.691,0,0.328,0.93,160.547,159853,1
0.7,0.786,-4.867,0.0277,0.137,0,0.0949,0.721,96.003,221840,1
0.727,0.939,-11.855,0.0369,0.135,4.35E-05,0.151,0.916,113.33,212827,1
0.705,0.64,-6.928,0.225,0.0237,0,0.262,0.887,144.077,203760,1
0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,1
0.668,0.585,-11.024,0.0307,0.196,5.60E-05,0.315,0.956,119.602,166907,1
0.676,0.897,-3.826,0.0296,0.145,0.162,0.152,0.704,110.002,181555,1
0.778,0.661,-7.664,0.0347,0.653,0,0.103,0.747,128.052,213640,1
0.595,0.506,-9.682,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,1
0.686,0.874,-4.943,0.0402,0.0263,7.03E-05,0.133,0.621,124.053,162581,1
0.632,0.701,-5.921,0.146,0.0114,0,0.108,0.497,162.958,215414,1
0.738,0.811,-6.035,0.182,0.0498,0.000167,0.102,0.504,171.76,266347,1
0.53,0.634,-5.759,0.0311,0.249,0.000622,0.0979,0.106,111.615,306373,1
0.577,0.397,-5.98,0.028,0.84,0,0.0772,0.509,89.044,197373,1
0.646,0.823,-4.123,0.0394,0.213,0,0.322,0.418,128.035,227267,1
0.515,0.932,-5.67,0.0496,0.0289,1.43E-05,0.0769,0.675,100.92,211640,1
0.775,0.68,-5.508,0.0629,0.00906,0,0.109,0.656,114.025,207719,1
0.786,0.384,-8.655,0.0651,0.072,0.00115,0.0484,0.77,137.935,211147,1
0.877,0.511,-5.238,0.0633,0.0144,0,0.0495,0.762,105.015,186609,1
0.395,0.769,-6.93,0.0464,0.106,0,0.127,0.318,170.829,177005,1
0.788,0.755,-7.624,0.0457,0.0377,0.0012,0.45,0.723,114.999,164613,1
0.524,0.709,-5.874,0.0632,0.224,0.193,0.0849,0.584,108.68,176467,1
0.516,0.695,-7.293,0.0445,0.0188,0,0.139,0.379,98.078,190139,1
0.678,0.619,-6.966,0.0993,0.129,0.000153,0.337,0.925,161.851,223953,1
0.715,0.853,-4.555,0.0477,0.0251,0.00149,0.207,0.965,139.969,182133,1
0.845,0.5,-7.603,0.0531,0.116,3.48E-06,0.113,0.254,118.94,147983,2
0.692,0.534,-10.572,0.0321,0.0818,0.167,0.0979,0.102,110.022,125455,2
0.637,0.209,-17.192,0.091,0.929,0,0.0865,0.446,119.929,188800,2
0.598,0.792,-8.122,0.0292,0.00286,0.799,0.342,0.287,106.996,290175,2
0.767,0.596,-10.585,0.0444,0.613,0.909,0.111,0.507,117.988,149917,2
0.714,0.569,-9.173,0.0442,0.545,0.0242,0.699,0.171,107.991,148889,2
0.603,0.396,-13.446,0.0421,0.284,0.908,0.116,0.0391,90.03,154667,2
0.807,0.426,-16.656,0.0598,0.0873,0.931,0.18,0.204,113.99,376842,2
0.71,0.596,-7.454,0.0328,0.126,0.126,0.138,0.593,145.91,200331,2
0.479,0.573,-9.72,0.0287,0.407,0.616,0.126,0.454,180.08,138176,2
0.656,0.603,-9.464,0.0906,0.507,0.169,0.455,0.341,118.007,157246,2
0.657,0.403,-14.813,0.0372,0.242,0.842,0.318,0.509,102.004,107206,2
0.828,0.412,-9.921,0.0427,0.545,2.58E-05,0.229,0.139,99.988,213970,2
0.714,0.42,-9.036,0.0523,0.481,0.000788,0.114,0.523,84.037,158507,2
0.506,0.516,-11.827,0.0539,0.401,0.702,0.254,0.0624,119.883,148000,2
0.822,0.305,-18.237,0.0975,0.489,0.874,0.104,0.908,80.003,144000,2
0.797,0.44,-6.587,0.0594,0.471,1.57E-06,0.0849,0.436,111.014,168811,2
0.663,0.376,-11.194,0.134,0.585,0,0.131,0.433,145.091,173568,2
0.641,0.69,-6.979,0.0279,0.138,0.000113,0.222,0.308,110.029,151512,2
0.73,0.344,-9.541,0.0394,0.138,0.00128,0.134,0.543,142.129,202160,2
0.743,0.42,-11.583,0.158,0.533,0.00148,0.141,0.29,127.931,243901,2
0.438,0.47,-10.94,0.0243,0.357,0.821,0.113,0.282,92.653,264453,2
0.657,0.646,-7.274,0.0301,0.313,0.00084,0.121,0.625,115.998,154786,2
0.321,0.317,-12.921,0.032,0.728,0.0107,0.66,0.129,185.115,219107,2
0.531,0.172,-18.316,0.0335,0.647,0.823,0.108,0.249,160.01,109500,2
0.637,0.525,-13.699,0.0489,0.216,0.728,0.132,0.0965,110.048,139091,2
0.665,0.721,-9.144,0.0312,0.213,0.0485,0.19,0.176,108.014,135815,2
0.627,0.648,-6.15,0.0608,0.29,0,0.0994,0.111,105.007,131000,2
0.696,0.338,-8.611,0.037,0.888,2.85E-05,0.182,0.204,115.007,199309,2
0.729,0.571,-9.188,0.0869,0.0774,0.213,0.0994,0.582,81.486,300991,2
0.58,0.34,-14.906,0.307,0.583,0.00711,0.0988,0.347,134.486,134550,2
0.589,0.462,-10.725,0.0554,0.7,0.0274,0.0993,0.259,75.051,211812,2
0.717,0.52,-9.393,0.0361,0.101,0.941,0.0732,0.178,100.009,145000,2
0.667,0.84,-5.955,0.0387,0.158,0.0356,0.139,0.114,99.932,145200,2
0.7,0.539,-10.207,0.0299,0.459,0.134,0.203,0.141,106.024,139187,2
0.583,0.495,-11.864,0.0507,0.031,0.864,0.12,0.12,73.523,109388,2
0.705,0.522,-12.27,0.0544,0.627,0.879,0.117,0.206,103.963,127500,2
0.609,0.521,-13.092,0.0431,0.943,0.407,0.112,0.536,107.997,118906,2
0.794,0.425,-11.617,0.0405,0.52,0.336,0.102,0.36,110.015,135273,2
0.657,0.568,-8.387,0.0464,0.445,0.741,0.131,0.298,91.006,151813,2
0.733,0.492,-10.631,0.0336,0.639,0.864,0.123,0.625,123.023,142439,2
0.747,0.74,-9.649,0.0559,0.0201,0.129,0.178,0.473,118.004,141963,2
0.693,0.465,-10.051,0.062,0.13,0.000327,0.16,0.466,108.033,146805,2
0.454,0.689,-9.904,0.108,0.579,0.924,0.0976,0.356,112.011,141429,2
0.671,0.602,-7.912,0.0511,0.17,5.33E-06,0.43,0.491,112.015,148393,2
0.776,0.297,-17.845,0.0378,0.371,0.0655,0.101,0.296,113.991,164297,2
0.764,0.394,-8.559,0.154,0.224,8.71E-05,0.119,0.471,92.011,158421,2
0.783,0.266,-15.531,0.0562,0.82,0.92,0.111,0.114,107.021,148037,2
0.832,0.351,-12.499,0.0814,0.832,0.939,0.111,0.406,79.99,114000,2
0.395,0.344,-10.529,0.0482,0.209,1.97E-05,0.104,0.0814,139.218,134558,2
0.547,0.604,-10.02,0.0543,0.0759,0.0175,0.13,0.68,112.185,139821,2
0.695,0.288,-13.864,0.0454,0.774,1.03E-05,0.405,0.639,112.965,159292,2
0.517,0.594,-8.763,0.0414,0.361,0.0055,0.106,0.221,100.043,217230,2
0.695,0.43,-13.155,0.0914,0.654,0.00122,0.147,0.246,106,157359,2
0.688,0.642,-7.782,0.043,0.287,0.968,0.117,0.482,95.004,125053,2
0.578,0.425,-10.316,0.051,0.532,0.000124,0.0914,0.278,117.913,139431,2
0.729,0.306,-14.068,0.0589,0.959,0.618,0.122,0.913,150.002,147200,2
0.817,0.306,-11.959,0.0535,0.112,0.163,0.158,0.402,91.014,262533,2
0.864,0.663,-8.346,0.0349,0.24,0.00275,0.147,0.58,116.926,150513,2
0.652,0.28,-14.83,0.0701,0.786,0.578,0.1,0.0901,199.958,128400,2
0.707,0.547,-9.021,0.0389,0.43,0.16,0.101,0.767,78,235507,2
0.714,0.434,-10.563,0.156,0.639,0.0177,0.248,0.323,84.963,224423,2
0.892,0.404,-10.702,0.0658,0.0917,0.11,0.102,0.218,110.011,141102,2
0.837,0.544,-8.709,0.0918,0.365,0.000866,0.11,0.412,117.976,159153,2
0.693,0.449,-11.041,0.0503,0.452,0.89,0.192,0.0627,114.003,124737,2
0.717,0.484,-8.001,0.0264,0.209,0.000732,0.328,0.651,130.988,286000,2
0.706,0.626,-8.459,0.0434,0.0719,0.783,0.103,0.476,110.029,195818,2
0.699,0.596,-7.23,0.401,0.183,1.00E-06,0.263,0.244,174.023,168762,2
0.847,0.447,-9.186,0.342,0.818,0.143,0.152,0.15,113.017,157927,2
0.658,0.486,-12.389,0.335,0.53,0.0312,0.169,0.522,98.135,133163,2
0.607,0.566,-9.064,0.0669,0.653,0.000116,0.293,0.324,116.814,141538,2
0.698,0.573,-16.798,0.0498,0.657,0.845,0.333,0.0586,126.98,222992,2
0.683,0.57,-12.167,0.0417,0.161,0.863,0.111,0.169,117.99,205424,2
0.292,0.422,-13.024,0.104,0.417,0.055,0.14,0.307,175.842,396625,2
0.795,0.404,-8.616,0.0609,0.531,0.715,0.197,0.539,126.003,162407,2
0.819,0.512,-10.431,0.14,0.337,0.815,0.176,0.329,107.968,203657,2
0.4,0.183,-14.458,0.0349,0.87,0.0834,0.101,0.0634,120.064,141833,2
0.715,0.543,-10.543,0.065,0.177,0.0151,0.156,0.304,120.016,202013,2
0.77,0.411,-13.415,0.0677,0.767,0.881,0.115,0.0779,113.01,142301,2
0.689,0.869,-7.108,0.0452,0.0622,0.000144,0.116,0.452,114.087,113684,2
0.62,0.708,-6.852,0.0719,0.476,0.00229,0.16,0.543,119.954,150560,2
0.625,0.421,-12.502,0.191,0.783,0.0205,0.0931,0.374,114.026,122632,2
0.521,0.292,-11.96,0.062,0.572,2.39E-06,0.303,0.243,61.692,170589,2
0.733,0.575,-11.545,0.031,0.337,0.818,0.111,0.361,118.002,147000,2
0.65,0.379,-14.714,0.0383,0.664,0.701,0.132,0.13,88.02,274444,2
0.704,0.77,-9.253,0.0555,0.284,0.846,0.207,0.31,113.011,264450,2
0.408,0.223,-12.816,0.0281,0.568,0.87,0.116,0.0746,109.135,251668,2
0.569,0.339,-8.661,0.0289,0.687,2.52E-05,0.24,0.121,124.818,209205,2
0.7,0.57,-9.977,0.0363,0.493,0.645,0.0734,0.165,115.982,155690,2
0.77,0.433,-15.392,0.0624,0.00754,0.783,0.13,0.482,110.998,210927,2
0.807,0.668,-8.435,0.0457,0.0065,0.914,0.121,0.326,120.012,335336,2
0.869,0.334,-8.81,0.062,0.522,0.00381,0.238,0.357,104.671,151580,2
0.619,0.337,-15.593,0.038,0.00481,0.778,0.0883,0.527,119.981,284020,2
0.761,0.759,-7.117,0.0303,0.0211,2.77E-05,0.102,0.457,119.994,121182,2
0.722,0.406,-11.981,0.0623,0.568,0.0139,0.245,0.0514,110.022,160909,2
0.783,0.38,-13.313,0.0566,0.516,0.889,0.105,0.622,112.005,143571,2
0.151,0.244,-16.815,0.0302,0.909,0.948,0.105,0.0519,78.508,307250,2
0.682,0.472,-6.055,0.0299,0.296,0.599,0.152,0.423,74.003,177000,2
0.691,0.283,-12.053,0.527,0.654,0.00076,0.0853,0.292,157.859,222377,2
0.749,0.426,-11.222,0.05,0.284,0.033,0.26,0.311,120.021,155250,2
0.819,0.438,-5.754,0.0512,0.454,0.78,0.107,0.305,119.993,162000,2
0.759,0.347,-11.291,0.0494,0.846,0.0281,0.109,0.353,125.066,226657,2
0.559,0.38,-12.701,0.0491,0.882,0.0274,0.133,0.431,178.002,180364,2
0.633,0.562,-9.542,0.038,0.0826,0.000191,0.117,0.556,87.036,176638,2
0.592,0.528,-9.759,0.0335,0.214,0.000297,0.0934,0.131,110.014,146182,2
0.666,0.454,-9.325,0.149,0.301,0.00187,0.142,0.263,135.988,186656,2
0.605,0.727,-7.549,0.0462,0.714,0.000412,0.517,0.35,112.008,143304,2
0.767,0.319,-12.969,0.0455,0.632,0.941,0.197,0.152,109.991,111273,2
0.601,0.499,-11.131,0.0343,0.815,0.712,0.109,0.531,96.981,242860,2
0.595,0.396,-16.103,0.0344,0.688,0.275,0.132,0.22,100.018,207000,2
0.705,0.472,-8.149,0.0413,0.612,0,0.111,0.246,97.977,190129,2
0.576,0.8,-7.314,0.0491,0.0156,0.818,0.644,0.603,89.992,245146,2
0.564,0.379,-7.732,0.0391,0.895,0.257,0.0874,0.564,104.912,132916,2
0.69,0.902,-5.666,0.0514,0.0019,0.254,0.122,0.125,114.986,319677,2
0.536,0.338,-16.563,0.0337,0.0866,0.948,0.103,0.183,140.022,265714,2
0.626,0.185,-17.439,0.0653,0.643,0.0146,0.14,0.0461,88.01,152727,2
0.707,0.485,-11.341,0.0358,0.697,0.121,0.409,0.202,107.947,167222,2
0.703,0.33,-13.49,0.0508,0.848,0.00122,0.072,0.413,115.009,226640,2
0.648,0.415,-8.76,0.0696,0.184,1.67E-05,0.111,0.297,77.082,166692,2
0.601,0.638,-6.486,0.0286,0.225,1.81E-05,0.142,0.49,104.076,158631,2
0.685,0.42,-11.525,0.0264,0.747,0.152,0.136,0.297,108.993,165550,2
0.74,0.626,-4.116,0.277,0.729,0.000888,0.0635,0.493,84.967,198873,2
0.714,0.332,-10.085,0.347,0.836,0.00228,0.0693,0.347,94.088,189965,2
0.708,0.264,-13.093,0.0539,0.608,0.912,0.121,0.039,100.009,156600,2
0.815,0.686,-8.474,0.0481,0.751,0.887,0.0907,0.342,113.985,148615,2
0.403,0.593,-9.073,0.127,0.45,0.00847,0.0897,0.56,81.234,292048,2
0.726,0.54,-8.136,0.0356,0.0767,5.88E-05,0.156,0.423,109.955,162857,2
0.723,0.472,-8.394,0.0305,0.65,0.000225,0.0923,0.359,108.986,199507,2
0.708,0.39,-6.617,0.0371,0.177,0,0.0872,0.367,76.985,177450,2
0.537,0.351,-9.735,0.0346,0.552,8.78E-05,0.102,0.234,144,192733,2
0.73,0.401,-7.062,0.0612,0.0352,0.00234,0.256,0.488,83.509,174038,2
