danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mood
0.799,0.57,-9.628,0.141,0.79,0.0604,0.133,0.49,120.02,139876,2
0.837,0.456,-10.054,0.0347,0.208,1.34E-05,0.105,0.372,107.029,156332,2
0.738,0.501,-10.405,0.0423,0.391,0.131,0.122,0.573,84.988,229843,2
0.61,0.74,-7.503,0.0582,0.178,3.64E-06,0.241,0.51,110.018,154909,2
0.48,0.429,-8.848,0.0479,0.355,0.0552,0.114,0.315,174.27,437933,2
0.683,0.483,-10.568,0.0907,0.382,1.87E-05,0.819,0.596,116.939,120385,2
0.743,0.442,-7.248,0.0314,0.804,0.836,0.123,0.254,99.988,139200,2
0.535,0.245,-12.53,0.0363,0.743,0.00338,0.298,0.238,130.133,311152,2
0.669,0.885,-6.538,0.0361,0.00134,0.906,0.213,0.156,119.974,217000,2
0.837,0.522,-11.008,0.0627,0.0507,0.885,0.105,0.664,122.009,353361,2
0.836,0.661,-6.906,0.0414,0.0353,0.0231,0.121,0.633,114.984,136696,2
0.391,0.396,-8.621,0.189,0.702,0.405,0.315,0.199,99.112,131272,2
0.451,0.166,-11.125,0.0696,0.909,0,0.19,0.0901,121.123,268980,2
0.626,0.396,-12.795,0.0344,0.414,0.81,0.379,0.0398,108.022,148194,2
0.879,0.315,-13.052,0.175,0.935,0.144,0.11,0.246,131.998,123216,2
0.676,0.397,-10.926,0.0525,0.816,0.384,0.237,0.374,117.072,163077,2
0.655,0.465,-8.863,0.0574,0.544,0.00159,0.123,0.459,103.079,151966,2
0.731,0.454,-13.133,0.237,0.757,0.0857,0.67,0.505,104.931,119906,2
0.687,0.453,-11.823,0.0698,0.154,0.63,0.363,0.0872,92.949,127097,2
0.801,0.419,-12.172,0.0398,0.279,5.10E-05,0.119,0.589,109.005,145321,2
0.85,0.504,-10.203,0.0544,0.414,0.96,0.118,0.575,115.001,87652,2
0.562,0.243,-11.672,0.0461,0.815,0.118,0.257,0.428,79.457,219520,2
0.53,0.566,-9.027,0.197,0.391,0.00225,0.196,0.543,180.007,353212,2
0.763,0.537,-8.371,0.146,0.108,0.0015,0.667,0.489,104.02,225933,2
0.516,0.799,-5.963,0.0328,0.0161,0.647,0.0876,0.0605,150.095,243200,3
0.729,0.97,-4.632,0.0907,0.00648,0.412,0.21,0.671,140.028,192013,3
0.295,0.969,-5.525,0.0729,0.00224,0.773,0.104,0.22,137.746,152421,3
0.76,0.824,-4.898,0.0714,0.000182,0.779,0.037,0.263,126.009,228571,3
0.425,0.684,-6.868,0.161,0.00686,0.00219,0.103,0.166,94.976,248024,3
0.688,0.894,-5.127,0.0441,0.0033,0.0884,0.119,0.0734,145.046,243364,3
0.55,0.897,-3.304,0.0611,4.92E-05,0.513,0.334,0.352,154.862,168189,3
0.549,0.949,-4.074,0.0595,0.00122,0.00455,0.104,0.169,160.022,255000,3
0.715,0.86,-3.212,0.238,0.0798,0.000834,0.252,0.371,149.99,180000,3
0.652,0.892,-4.653,0.0465,0.00558,2.72E-06,0.355,0.251,140.038,198720,3
0.659,0.942,-5.695,0.0616,0.00212,0.445,0.129,0.112,127.95,315000,3
0.494,0.639,-6.276,0.0324,0.00544,0,0.143,0.235,127.997,222187,3
0.605,0.963,0.634,0.0681,0.0125,0.788,0.434,0.42,145.013,192000,3
0.786,0.887,-3.886,0.0518,0.0263,0.812,0.338,0.682,126.982,168937,3
0.661,0.957,-3.486,0.0898,0.00538,0.132,0.0622,0.263,127.948,281250,3
0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,211000,3
0.58,0.901,-0.958,0.0326,0.0052,0.698,0.111,0.427,142.031,165634,3
0.843,0.569,-7.717,0.0592,0.0381,0.00232,0.0453,0.568,123.993,255483,3
0.715,0.989,-1.723,0.194,0.00931,0.109,0.0475,0.674,128.054,198750,3
0.752,0.878,-4.02,0.129,0.000396,0.0346,0.0726,0.156,111.979,192187,3
0.566,0.964,-4.41,0.0793,0.00306,0.837,0.271,0.202,150.003,176000,3
0.46,0.878,-5.203,0.0437,0.022,0.508,0.157,0.454,128.017,211655,3
0.594,0.76,-3.21,0.068,0.376,0.000189,0.289,0.339,80.018,210000,3
0.468,0.903,-5.026,0.101,0.00421,0,0.365,0.366,76.101,232105,3
0.516,0.786,-5.514,0.106,0.0583,1.77E-06,0.662,0.182,130.069,174500,3
0.659,0.941,-2.388,0.0434,0.000387,0,0.415,0.861,140.018,212571,3
0.556,0.881,-2.224,0.082,0.00119,0,0.0709,0.337,104.973,213697,3
0.572,0.797,-7.897,0.0307,0.00157,0.0307,0.355,0.376,122.995,194208,3
0.506,0.49,-8.411,0.126,0.198,0.448,0.101,0.12,147.879,194625,3
0.734,0.968,-3.105,0.0684,0.0301,0,0.163,0.932,150.046,187204,3
0.718,0.977,-3.09,0.125,0.000425,0.435,0.0932,0.311,128.001,252250,3
0.768,0.749,-3.406,0.2,0.0269,0.811,0.0841,0.209,145.023,175547,3
0.619,0.611,-6.65,0.129,0.0685,8.13E-05,0.595,0.311,159.987,195000,3
0.552,0.968,-4.173,0.0813,0.00714,0.853,0.356,0.133,127.964,255938,3
0.281,0.774,-7.528,0.172,0.0507,1.26E-05,0.261,0.313,88.185,214737,3
0.484,0.94,-3.682,0.257,0.0145,0.000323,0.266,0.334,173.741,190682,3
0.571,0.937,-2.682,0.0336,0.0997,0.496,0.125,0.512,125.027,185620,3
0.849,0.878,-0.072,0.33,0.0799,0.567,0.0302,0.564,139.879,114857,3
0.721,0.873,-4.741,0.119,0.0789,0,0.0824,0.552,79.943,172687,3
0.651,0.833,-3.356,0.172,0.0214,0,0.14,0.443,155.051,304512,3
0.623,0.907,-2.653,0.132,0.0191,0.0477,0.297,0.422,148.088,202076,3
0.789,0.854,-3.914,0.151,0.000356,0.00289,0.0836,0.206,109.972,282545,3
0.536,0.782,-4.139,0.0485,0.039,3.64E-05,0.0691,0.405,154.93,204778,3
0.776,0.795,-4.59,0.112,0.00453,0,0.22,0.344,139.989,209143,3
0.607,0.895,-3.687,0.0863,0.0544,0,0.652,0.352,126.13,154044,3
0.627,0.603,-7.983,0.11,0.411,0,0.144,0.498,139.869,196714,3
0.41,0.985,-1.537,0.506,0.0161,0.000238,0.422,0.171,144.962,260172,3
0.578,0.962,-2.645,0.0511,0.00629,0.0403,0.276,0.0335,150.059,185600,3
0.683,0.93,-3.382,0.0473,0.0114,0.102,0.0624,0.151,128.031,161250,3
0.66,0.762,-4.939,0.0442,0.000983,0.0242,0.145,0.0659,128.008,303160,3
0.558,0.974,-2.439,0.136,0.000707,0.0346,0.364,0.291,149.985,225000,3
0.696,0.922,-5.588,0.041,0.235,0.256,0.176,0.164,125.027,182623,3
0.85,0.826,-5.741,0.0994,0.0166,0.0714,0.297,0.334,109.978,131907,3
0.687,0.95,-2.207,0.05,0.00168,0.0909,0.137,0.754,125.995,251429,3
0.705,0.961,-4.2,0.0775,0.0006,0.703,0.184,0.487,125.006,234240,3
0.793,0.834,-1.825,0.037,0.00364,0.000116,0.16,0.726,149.955,172800,3
0.489,0.862,-3.716,0.0695,0.0313,3.87E-05,0.46,0.333,145.028,214107,3
0.812,0.966,-2.514,0.0733,0.00963,0.846,0.0303,0.612,127.981,247979,3
0.603,0.882,-3.13,0.0338,0.0494,0.0132,0.241,0.507,120.996,189493,3
0.748,0.925,-4.728,0.306,0.009,0.086,0.122,0.572,150.087,249600,3
0.607,0.959,-3.658,0.0695,0.000969,0.000274,0.735,0.413,130.026,188308,3
0.661,0.725,-4.859,0.0563,0.0253,0,0.123,0.605,119.927,197939,3
0.554,0.834,-4.874,0.0858,0.0186,0.0193,0.664,0.318,179.923,242667,3
0.511,0.951,-3.162,0.408,0.00702,0.000494,0.355,0.214,144.833,268966,3
0.744,0.985,-2.555,0.188,0.00371,1.53E-06,0.122,0.332,99.973,273600,3
0.615,0.781,-5.597,0.109,0.0171,0.0017,0.178,0.268,126.254,197147,3
0.686,0.969,-4.46,0.344,0.214,8.20E-06,0.337,0.789,155.003,199995,3
0.51,0.949,-3.003,0.0507,0.0245,0.00017,0.669,0.152,75.023,231200,3
0.768,0.878,-6.737,0.129,0.0318,0,0.175,0.613,140.025,217800,3
0.624,0.939,-2.449,0.071,0.00102,0.00559,0.131,0.391,160.014,316420,3
0.584,0.932,-3.91,0.136,0.00141,0.127,0.182,0.244,128.18,197837,3
0.634,0.724,-5.842,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,3
0.535,0.794,-6.694,0.13,0.00261,0.15,0.166,0.48,154.952,174968,3
0.696,0.652,-6.826,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810,3
0.673,0.939,-2.332,0.142,0.0128,0.000106,0.32,0.186,128.004,176241,3
0.702,0.902,-4.567,0.0773,0.0185,0.0455,0.244,0.23,127.997,217521,3
0.62,0.997,-1.278,0.111,0.0281,0.0452,0.614,0.384,145.012,216000,3
0.488,0.908,-1.537,0.0399,0.0162,0.00804,0.226,0.136,152.971,232157,3
0.844,0.752,-2.687,0.235,0.0157,0.000191,0.339,0.58,97.005,185258,3
0.509,0.897,-3.418,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440,3
0.644,0.877,-5.851,0.118,0.0101,0,0.356,0.395,149.942,195208,3
0.532,0.956,-0.902,0.591,0.0117,0,0.0528,0.613,150.016,185600,3
0.455,0.731,-4.054,0.0527,0.569,5.88E-05,0.133,0.248,152.088,249011,3
0.618,0.885,-1.943,0.0551,0.0531,0.000417,0.191,0.554,125.984,171429,3
0.647,0.815,-4.616,0.039,0.0147,1.50E-06,0.132,0.445,127.942,210938,3
0.612,0.963,-3.912,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519,3
0.776,0.937,-4.033,0.0771,0.0612,0.0184,0.0635,0.671,127.993,247617,3
0.723,0.912,-5.103,0.329,0.0358,0.00114,0.218,0.475,145.356,143172,3
0.401,0.963,-0.263,0.0826,0.00237,1.74E-05,0.105,0.174,149.961,259200,3
0.617,0.983,-3.21,0.152,0.00175,0.333,0.507,0.326,149.997,192000,3
0.677,0.904,-1.43,0.105,0.0178,0.000934,0.585,0.614,149.996,195200,3
0.619,0.71,-3.058,0.0403,0.136,0,0.151,0.359,124.106,184839,3
0.664,0.953,-3.794,0.249,0.00961,0.00665,0.263,0.21,125.679,285860,3
0.669,0.931,-3.385,0.0388,0.0938,0.764,0.0526,0.25,126.06,177143,3
0.757,0.885,-5.109,0.146,0.000921,0.919,0.0484,0.258,128.009,225000,3
0.623,0.967,-6.097,0.147,0.000271,0.0655,0.265,0.206,128.053,270289,3
0.651,0.899,-4.315,0.0833,0.0029,0.844,0.0849,0.562,132.952,237330,3
0.805,0.796,-7.109,0.163,0.00256,0.387,0.0843,0.197,128.029,249760,3
0.625,0.955,-4.754,0.0448,0.0462,0.0141,0.833,0.631,140.002,281573,3
0.78,0.887,-3.352,0.0578,0.00064,0.718,0.272,0.131,123,154146,3
0.688,0.451,-6.411,0.246,0.211,0,0.272,0.607,93.002,182427,3
0.735,0.9,-3.469,0.0747,0.0143,0.0172,0.0611,0.76,145.024,205246,3
0.559,0.932,-5.202,0.0658,0.00252,0.00176,0.226,0.179,126.995,184616,3
0.767,0.659,-7.429,0.0444,0.325,0,0.13,0.439,124.946,163208,3
0.721,0.925,-3.208,0.196,0.00171,0.0545,0.547,0.37,111.961,197442,3
0.572,0.758,-6.386,0.0792,0.18,0.702,0.101,0.701,172.061,161758,3
0.632,0.946,-5.233,0.213,0.00653,0.104,0.129,0.749,160,222167,3
0.474,0.766,-3.654,0.0601,0.039,0,0.134,0.327,159.948,149356,3
0.689,0.924,-3.622,0.0489,0.0338,0.000748,0.0943,0.201,95.951,263899,3
0.563,0.961,-1.575,0.205,0.0496,0.0259,0.212,0.185,74.98,185600,3
0.85,0.838,-3.833,0.114,0.000682,0.0455,0.0348,0.726,124.026,266263,3
0.753,0.694,-7.212,0.107,0.0374,0.0142,0.249,0.324,122.035,192441,3
0.805,0.869,-4.344,0.0549,0.00219,0.799,0.122,0.786,124.014,175255,3
0.579,0.79,-4.683,0.0468,0.00399,0.135,0.101,0.233,144.998,241702,3
0.563,0.979,-3.808,0.0777,0.0225,0.761,0.143,0.364,97.997,276735,3
0.507,0.968,-3.328,0.112,0.00182,0.408,0.158,0.465,149.945,217600,3
0.675,0.822,-5.137,0.04,0.000109,0.851,0.172,0.144,127.994,298736,3
0.414,0.767,-4.554,0.065,0.00515,0,0.0996,0.21,137.945,217795,3
0.772,0.889,-4.117,0.177,0.00485,0.627,0.212,0.608,127.993,350625,3
0.75,0.931,-5.166,0.0464,0.00168,0.284,0.249,0.472,140.151,158571,3
0.693,0.762,-4.137,0.127,0.0174,2.64E-05,0.3,0.159,128.061,271867,3
0.487,0.99,-2.282,0.094,0.000595,0.843,0.331,0.161,160.046,160212,3
0.658,0.793,-4.649,0.0485,0.0638,0.0177,0.18,0.344,127.97,206250,3
0.672,0.908,-6.025,0.0348,0.0137,0.859,0.0885,0.153,127.984,140000,3
0.522,0.96,-2.05,0.169,0.000109,0.00332,0.386,0.209,144.921,234207,3
0.544,0.75,-4.27,0.0604,0.00196,0,0.202,0.244,128.038,190781,3
0.668,0.938,-1.81,0.254,0.00479,0.383,0.207,0.685,145.125,188690,3
0.646,0.846,-4.112,0.2,0.113,0,0.375,0.649,166.14,202179,3
0.691,0.91,-3.834,0.301,0.00904,0,0.089,0.44,145.039,159095,3
0.646,0.979,-5.312,0.101,0.0199,0.776,0.38,0.091,124.066,182671,3
0.63,0.9,-3.955,0.0387,0.000639,0.852,0.203,0.155,134.988,193778,3
0.776,0.822,-5.619,0.157,0.00265,0.0194,0.211,0.474,134.982,149444,3
0.517,0.852,-4.4,0.11,0.00228,0.316,0.142,0.177,180.152,166667,3
0.476,0.938,-1.446,0.234,0.0174,0.000111,0.384,0.258,105.264,214067,3
0.532,0.947,-3.718,0.228,0.119,0.00264,0.504,0.39,127.944,180938,3
0.682,0.851,-7.117,0.0363,0.0146,0.000834,0.0289,0.348,126,192381,3
0.527,0.956,-4.79,0.0483,0.00443,0.025,0.0894,0.487,170.142,271372,3
0.646,0.854,-2.773,0.459,0.0311,0.0032,0.0505,0.577,159.876,171000,3
0.657,0.884,-3.546,0.285,0.0752,0.0157,0.127,0.419,149.967,181931,3
0.569,0.757,-7.364,0.124,0.0317,0.00163,0.112,0.219,150.134,185600,3
0.464,0.973,-0.629,0.447,0.00236,0.00291,0.364,0.579,149.945,160000,3
0.706,0.993,-1.341,0.241,0.0256,0.349,0.207,0.736,149.98,201844,3
0.545,0.912,-4.211,0.0829,0.000253,0.961,0.308,0.383,127.972,230625,3
0.614,0.7,-7.839,0.137,0.0032,0.0948,0.109,0.392,146.029,262250,3
0.727,0.928,-3.806,0.0585,0.033,1.91E-05,0.205,0.562,125.995,200499,3
0.499,0.899,-3.734,0.307,0.182,2.15E-06,0.126,0.188,154.849,162975,3
0.603,0.861,-4.875,0.11,0.107,0.0128,0.203,0.0679,127.986,196853,3
0.568,0.968,-3.772,0.109,0.0004,0.397,0.0954,0.313,125.998,170495,3
0.55,0.9,-4.327,0.225,0.0145,0,0.322,0.431,150.049,142800,3
0.674,0.907,-0.439,0.174,0.000587,0.284,0.0723,0.169,126.012,203810,3
0.577,0.97,-3.207,0.053,0.00184,0.0257,0.235,0.167,145.001,238525,3
0.581,0.942,-1.378,0.0538,0.0434,0,0.281,0.41,139.976,250286,3
0.581,0.982,-1.655,0.177,0.00651,0.0874,0.165,0.241,150.075,204800,3
0.765,0.733,-6.302,0.0582,0.205,1.28E-05,0.593,0.47,125.037,220800,3
0.699,0.879,-6.232,0.0757,0.0176,0.776,0.454,0.0424,126.001,180952,3
0.659,0.885,-5.586,0.0502,0.00989,0.137,0.506,0.744,127.963,212152,3
0.763,0.98,-4.55,0.0567,0.00854,0.451,0.0327,0.517,130.024,158704,3
0.73,0.987,-2.495,0.108,0.00093,0.8,0.0546,0.614,128.021,232500,3
0.625,0.853,-5.709,0.119,0.0289,0,0.321,0.352,144.023,166667,3
0.653,0.911,-2.979,0.0645,0.0623,5.22E-05,0.301,0.335,125.959,195714,3
0.497,0.945,-4.004,0.131,0.0069,0.276,0.275,0.442,128.004,280463,3
0.739,0.953,-2.624,0.133,0.00801,0.0104,0.0623,0.516,127.987,311211,3
0.628,0.98,-2.776,0.0766,0.0105,0.0687,0.444,0.464,128.093,205584,3
0.702,0.807,-6.824,0.0631,0.0419,0.451,0.0853,0.55,127.987,240280,3
0.522,0.971,-2.68,0.0447,0.0183,0.457,0.129,0.287,142.02,221408,3
0.508,0.803,-5.161,0.366,0.0296,0,0.362,0.401,159.895,169730,3
0.726,0.945,-3.591,0.07,0.00183,0,0.232,0.495,110.017,224769,3
0.615,0.858,-5.835,0.0546,0.00128,1.05E-06,0.15,0.307,130.085,234000,3
0.85,0.522,-8.519,0.196,0.138,0.436,0.106,0.353,120.068,170637,3
0.51,0.684,-7.352,0.115,0.0443,0.847,0.171,0.116,154.752,181146,3
0.716,0.96,-3.019,0.174,0.677,0.0956,0.0827,0.348,128.035,300000,3
0.524,0.913,-3.069,0.05,0.106,0.000131,0.177,0.644,123.936,161973,3
0.522,0.941,-3.357,0.25,0.00621,3.63E-06,0.956,0.0994,130.088,202154,3
0.563,0.954,-1.835,0.0283,0.119,0.168,0.27,0.788,128.014,162187,3
0.596,0.872,-2.616,0.0485,0.0044,0.0584,0.168,0.278,150.02,278571,3
0.619,0.69,-5.438,0.0493,0.018,0,0.666,0.452,110,196360,3
0.714,0.828,-4.663,0.0598,0.00514,0.154,0.32,0.208,124.034,150968,3
0.485,0.853,-3.192,0.0423,0.0057,0.00155,0.0842,0.304,130.054,180923,3
0.734,0.873,-3.049,0.0433,0.00182,0.000117,0.0682,0.619,127.982,262969,3
0.674,0.915,-3.719,0.0424,0.389,0.803,0.103,0.28,150.011,204852,3
0.577,0.978,-4.002,0.0466,0.000355,0.391,0.335,0.143,124.997,204480,3
0.679,0.923,-6.5,0.181,0.146,4.92E-06,0.124,0.752,121.984,207894,3
0.755,0.838,-4.769,0.0492,0.0379,0.16,0.035,0.634,124.001,282311,3
0.494,0.823,-3.877,0.0813,0.025,0.00101,0.209,0.291,128.037,217178,3
0.423,0.904,-1.865,0.0615,0.0103,0,0.171,0.178,150.046,264800,3
0.746,0.898,-5.214,0.221,0.031,0.0304,0.0897,0.48,126.075,228571,3
0.622,0.957,-2.993,0.104,0.000436,0.264,0.126,0.434,130.035,228996,3
0.763,0.793,-2.861,0.0796,0.000736,0.812,0.0431,0.365,128.019,260869,3
0.704,0.989,-5.079,0.073,0.009,0.0443,0.0814,0.123,127.992,256875,3
0.432,0.83,-4.148,0.0672,0.0117,0,0.454,0.178,149.884,207000,3
0.766,0.839,-5.123,0.041,0.0049,0.0108,0.114,0.113,124.992,232275,3
0.588,0.779,-4.284,0.107,0.351,0.0114,0.371,0.264,150.015,174307,3
0.603,0.988,-3.055,0.188,0.000311,0.385,0.427,0.464,149.991,169632,3
0.639,0.989,-2.842,0.497,0.1,0,0.678,0.382,149.983,256000,3
0.593,0.966,-2.85,0.0512,0.249,0.489,0.0936,0.274,140.051,281143,3
0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,3
0.627,0.949,-4.129,0.0384,0.000824,0.687,0.366,0.45,127.968,159779,3
0.58,0.949,-3.684,0.219,0.0228,9.38E-05,0.789,0.548,149.868,209600,3
0.528,0.775,-4.877,0.0285,0.00356,0.542,0.778,0.261,140.015,276560,3
0.507,0.934,-2.325,0.188,0.00936,0.00175,0.222,0.471,175.954,282273,3
0.536,0.879,-3.019,0.0621,0.0742,0,0.0847,0.334,140.137,192000,3
0.531,0.983,-3.194,0.0936,0.0162,0.000173,0.0485,0.486,149.953,246133,3
0.552,0.896,-4.883,0.0481,0.0222,0.248,0.106,0.285,75.005,183080,3
0.623,0.834,-6.009,0.0905,0.019,0.000946,0.096,0.494,158.954,177440,3
0.674,0.932,-4.424,0.0859,0.0282,0.71,0.684,0.728,101.033,212773,3
0.561,0.728,-5.381,0.0408,0.00965,0.00162,0.0917,0.253,150.048,215040,3
0.818,0.598,-5.948,0.113,0.0573,1.32E-06,0.634,0.331,111.052,231618,3
0.571,0.94,-3.637,0.0883,0.0114,0.0128,0.572,0.555,149.959,252800,3
0.606,0.934,-5.524,0.0482,0.00384,0.000154,0.0945,0.18,130.088,238163,3
0.635,0.192,-9.936,0.211,0.384,0.629,0.377,0.0376,130.038,150600,3
0.6,0.99,-3.016,0.337,0.00116,0.52,0.124,0.192,127.954,148125,3
0.488,0.957,-4.051,0.152,0.00185,0.0331,0.143,0.155,128.027,180015,3
0.754,0.927,-4.682,0.123,0.0116,0.733,0.0888,0.408,138.021,240000,3
0.599,0.957,-4.516,0.0439,0.00174,0.0822,0.369,0.443,127.987,326493,3
0.697,0.892,-4.324,0.0327,0.00244,0.451,0.0767,0.446,128.021,298327,3
0.591,0.881,-4.074,0.0615,0.0335,0.00179,0.303,0.155,128.041,185171,3
0.585,0.902,-3.714,0.0788,0.0023,0.327,0.343,0.261,104.069,241213,3
0.75,0.862,-6.179,0.0895,0.00177,0.0432,0.132,0.72,150.041,197385,3
0.665,0.671,-6.614,0.0433,0.00726,0.0025,0.142,0.599,127.946,183061,3
0.485,0.928,-3.451,0.445,0.134,2.92E-05,0.217,0.348,160.165,237000,3
0.744,0.957,-4.8,0.0519,0.00152,0.884,0.352,0.529,127.991,287184,3
0.71,0.896,-5.285,0.324,0.0079,9.40E-05,0.0905,0.561,150.012,205422,3
0.398,0.942,-4.544,0.319,0.0609,0.0654,0.687,0.336,102.113,182842,3
0.878,0.933,-3.093,0.277,0.126,0,0.531,0.601,154.006,172987,3
0.562,0.985,-1.869,0.0716,0.00124,0.846,0.886,0.358,150.069,225600,3
0.838,0.895,-4.964,0.131,0.018,0.799,0.0445,0.418,128.968,268125,3
0.46,0.69,-6.943,0.0757,0.0165,0.00297,0.295,0.535,159.892,252029,3
0.654,0.984,-3.14,0.083,0.00285,0.854,0.375,0.585,149.963,140800,3
0.471,0.888,-4.05,0.109,0.0244,0.0468,0.464,0.371,127.945,163588,3
0.724,0.806,-3.601,0.192,0.271,0.817,0.16,0.785,159.015,160502,3
0.533,0.88,-6.398,0.0831,0.00863,0.0161,0.142,0.503,150.044,229500,3
0.785,0.699,-6.409,0.123,0.07,0.701,0.665,0.039,123.995,261290,3
0.608,0.888,-3.192,0.0351,0.0028,3.46E-06,0.153,0.251,127.938,193594,3
0.468,0.906,-3.416,0.0975,0.0502,0,0.109,0.442,150.04,186553,3
0.794,0.896,-1.514,0.0677,0.00371,0.615,0.0876,0.5,125.999,190476,3
0.68,0.983,-3.51,0.333,0.0184,0,0.289,0.263,149.829,214400,3
0.615,0.885,-3.281,0.0397,0.0174,0.00422,0.101,0.112,127.939,188438,3
0.947,0.439,-13.044,0.109,0.183,0.499,0.155,0.165,109.99,115642,3
0.72,0.633,-5.212,0.0633,0.137,0.00157,0.122,0.634,140.027,212571,3
0.564,0.746,-5.668,0.0763,0.00441,0.00118,0.0725,0.405,128.054,349465,3
0.885,0.869,-4.939,0.0552,0.00211,7.85E-06,0.0325,0.702,126.005,155324,3
0.781,0.854,-7.411,0.311,0.0159,0.0493,0.15,0.493,100.043,182387,3
0.621,0.962,-3.528,0.163,0.0212,0.344,0.364,0.323,105.004,259429,3
0.882,0.965,-0.818,0.13,0.0136,0.388,0.206,0.759,128.129,169160,3
0.617,0.845,-6.582,0.0732,0.0462,0.794,0.327,0.357,81.99,237252,3
0.65,0.839,-5.42,0.269,0.00794,3.98E-05,0.166,0.378,127.985,147656,3
0.733,0.894,-4.761,0.124,0.0196,5.70E-05,0.619,0.488,125.982,141397,3
0.52,0.898,-1.527,0.201,0.0853,0,0.163,0.13,159.855,210000,3
0.74,0.696,-5.541,0.0744,0.00553,0,0.0999,0.586,81.022,231111,3
0.701,0.981,-1.759,0.161,0.00321,0.00405,0.0599,0.625,150.025,257128,3
0.779,0.847,-4.963,0.07,0.00152,0.000228,0.284,0.696,114.95,172836,3
0.553,0.635,-8.56,0.064,0.0147,0.0105,0.15,0.334,179.904,246000,3
0.663,0.969,-2.614,0.0435,0.00145,0.731,0.322,0.344,128.026,166875,3
0.649,0.973,-4.391,0.0882,0.000639,0.662,0.133,0.221,127.951,279375,3
0.588,0.927,-1.78,0.064,0.00293,0.403,0.211,0.254,127.946,173087,3
0.531,0.845,-5.362,0.164,0.0037,1.58E-05,0.275,0.537,175.898,180998,3
0.747,0.793,-2.998,0.111,0.0224,0.533,0.341,0.669,145.012,162500,3
0.665,0.974,-2.015,0.0526,0.0281,0.177,0.0837,0.524,75.025,137600,3
0.86,0.824,-7.207,0.0518,0.024,0.657,0.205,0.87,124.016,163790,3
0.496,0.879,-4.441,0.0675,0.116,0.000183,0.191,0.275,184.004,174783,3
0.585,0.958,-1.154,0.0741,0.107,0.000153,0.252,0.292,144.928,181733,3
0.7,0.598,-5.771,0.14,0.126,0.185,0.0861,0.282,150.027,214107,3
0.605,0.983,-1.767,0.302,0.002,0.00474,0.231,0.148,150.074,195208,3
0.703,0.661,-7.359,0.0408,0.0112,0.836,0.118,0.11,140.023,360862,3
0.667,0.787,-3.773,0.251,0.115,0,0.166,0.249,149.789,244800,3
0.647,0.795,-3.548,0.0372,0.0635,0,0.188,0.409,127.992,192402,3
0.694,0.738,-5.02,0.115,0.00523,0.281,0.0865,0.485,125.079,195960,3
0.56,0.916,-3.328,0.0661,0.0362,0.000963,0.102,0.585,144.933,162383,3
0.657,0.981,-3.498,0.0365,0.0295,0.612,0.0577,0.563,128.004,200760,3
0.766,0.839,-5.123,0.041,0.0049,0.0108,0.114,0.113,124.992,232275,3
0.689,0.88,-3.964,0.101,0.105,0.0283,0.447,0.528,170.039,229851,3
0.588,0.987,-1.531,0.501,0.00308,0.0101,0.113,0.334,150.049,250000,3
0.793,0.982,-3.318,0.163,0.00309,0.286,0.0526,0.293,126.023,219138,3
0.692,0.968,-3.606,0.0459,0.00115,0.763,0.0732,0.415,127.956,247515,3
0.729,0.869,-3.234,0.0437,0.00228,4.47E-05,0.052,0.17,129.986,214163,3
0.358,0.644,-8.027,0.0811,0.154,0,0.0898,0.436,152.085,155526,3
0.522,0.816,-3.156,0.0643,0.0126,4.19E-06,0.348,0.102,134.103,200597,3
0.552,0.915,-4.421,0.0616,0.139,0.949,0.146,0.126,160.02,236351,3
0.485,0.872,-4.636,0.0508,0.0984,0.394,0.324,0.0423,170.092,263294,3
0.653,0.91,-3.36,0.0566,0.0079,0,0.318,0.0921,126.047,234286,3
0.722,0.82,-6.562,0.1,0.00475,3.51E-06,0.497,0.478,127.931,164519,3
0.918,0.723,-4.099,0.0653,0.000437,0.141,0.124,0.393,126.046,182857,3
0.64,0.94,-2.976,0.0795,0.00528,0.000484,0.357,0.243,127.995,158555,3
0.795,0.899,-4.202,0.0685,0.00235,0.000392,0.199,0.329,125.978,198839,3
0.681,0.969,-1.83,0.13,0.00451,0.221,0.526,0.184,124.936,203679,3
0.803,0.914,-3.297,0.199,0.019,1.72E-06,0.463,0.695,130.067,217846,3
0.678,0.957,-4.319,0.0804,0.0228,0.147,0.521,0.635,128.038,191250,3
0.916,0.815,-3.418,0.0495,0.386,6.34E-06,0.0765,0.577,120.032,195307,3
0.639,0.92,-4.878,0.124,0.00609,0.703,0.0786,0.311,149.863,186873,3
0.682,0.945,-3.244,0.0587,0.00918,0.712,0.138,0.621,127.989,182000,3
0.61,0.809,-4.05,0.0672,0.109,1.16E-06,0.202,0.208,127.994,191602,3
0.519,0.731,-5.009,0.0504,0.0359,1.33E-05,0.784,0.301,128.066,185640,3
0.627,0.767,-6.033,0.0973,0.017,1.51E-06,0.657,0.387,127.957,225147,3
